REF_AREA,TIME_PERIOD,INDICATOR,OBS_VALUE,REF_AREA_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,FREQ,OBS_STATUS,INDICATOR_LABEL
TCD,2010,WB_WDI_NY_GDP_MKTP_CD,1.41E+10,Chad,USD,US dollars,A,A,GDP (current US$)
CHI,2010,WB_WDI_NY_GDP_MKTP_CD,8.90E+09,Channel Islands,USD,US dollars,A,A,GDP (current US$)
CHL,2010,WB_WDI_NY_GDP_MKTP_CD,2.17E+11,Chile,USD,US dollars,A,A,GDP (current US$)
CHN,2010,WB_WDI_NY_GDP_MKTP_CD,6.19E+12,China,USD,US dollars,A,A,GDP (current US$)
COL,2010,WB_WDI_NY_GDP_MKTP_CD,2.86E+11,Colombia,USD,US dollars,A,A,GDP (current US$)
COM,2010,WB_WDI_NY_GDP_MKTP_CD,9.08E+08,Comoros,USD,US dollars,A,A,GDP (current US$)
VEN,2008,WB_WDI_NY_GDP_MKTP_CD,3.16E+11,"Venezuela, RB",USD,US dollars,A,A,GDP (current US$)
VNM,2008,WB_WDI_NY_GDP_MKTP_CD,9.91E+10,Vietnam,USD,US dollars,A,A,GDP (current US$)
VIR,2008,WB_WDI_NY_GDP_MKTP_CD,4.24E+09,Virgin Islands (U.S.),USD,US dollars,A,A,GDP (current US$)
PSE,2008,WB_WDI_NY_GDP_MKTP_CD,7.31E+09,West Bank and Gaza,USD,US dollars,A,A,GDP (current US$)
YEM,2008,WB_WDI_NY_GDP_MKTP_CD,2.69E+10,"Yemen, Rep.",USD,US dollars,A,A,GDP (current US$)
ZMB,2008,WB_WDI_NY_GDP_MKTP_CD,1.79E+10,Zambia,USD,US dollars,A,A,GDP (current US$)
ZWE,2008,WB_WDI_NY_GDP_MKTP_CD,4.42E+09,Zimbabwe,USD,US dollars,A,A,GDP (current US$)
AFE,2009,WB_WDI_NY_GDP_MKTP_CD,7.27E+11,Eastern & Southern Africa,USD,US dollars,A,A,GDP (current US$)
AFW,2009,WB_WDI_NY_GDP_MKTP_CD,5.15E+11,Western & Central Africa,USD,US dollars,A,A,GDP (current US$)
ARB,2009,WB_WDI_NY_GDP_MKTP_CD,1.83E+12,Arab World,USD,US dollars,A,A,GDP (current US$)
CSS,2009,WB_WDI_NY_GDP_MKTP_CD,4.79E+10,Caribbean small states,USD,US dollars,A,A,GDP (current US$)
CEB,2009,WB_WDI_NY_GDP_MKTP_CD,1.29E+12,Central Europe and the Baltics,USD,US dollars,A,A,GDP (current US$)
EAR,2009,WB_WDI_NY_GDP_MKTP_CD,7.18E+12,Early-demographic dividend,USD,US dollars,A,A,GDP (current US$)
WLD,2009,WB_WDI_NY_GDP_MKTP_CD,6.10E+13,World,USD,US dollars,A,A,GDP (current US$)
AFG,2009,WB_WDI_NY_GDP_MKTP_CD,1.24E+10,Afghanistan,USD,US dollars,A,A,GDP (current US$)
ALB,2009,WB_WDI_NY_GDP_MKTP_CD,1.23E+10,Albania,USD,US dollars,A,A,GDP (current US$)
DZA,2009,WB_WDI_NY_GDP_MKTP_CD,1.50E+11,Algeria,USD,US dollars,A,A,GDP (current US$)
ASM,2009,WB_WDI_NY_GDP_MKTP_CD,6.75E+08,American Samoa,USD,US dollars,A,A,GDP (current US$)
AND,2009,WB_WDI_NY_GDP_MKTP_CD,3.69E+09,Andorra,USD,US dollars,A,A,GDP (current US$)
AGO,2009,WB_WDI_NY_GDP_MKTP_CD,8.17E+10,Angola,USD,US dollars,A,A,GDP (current US$)
ATG,2009,WB_WDI_NY_GDP_MKTP_CD,1.39E+09,Antigua and Barbuda,USD,US dollars,A,A,GDP (current US$)
ARG,2009,WB_WDI_NY_GDP_MKTP_CD,3.33E+11,Argentina,USD,US dollars,A,A,GDP (current US$)
ARM,2009,WB_WDI_NY_GDP_MKTP_CD,8.65E+09,Armenia,USD,US dollars,A,A,GDP (current US$)
ABW,2009,WB_WDI_NY_GDP_MKTP_CD,2.55E+09,Aruba,USD,US dollars,A,A,GDP (current US$)
AUS,2009,WB_WDI_NY_GDP_MKTP_CD,9.32E+11,Australia,USD,US dollars,A,A,GDP (current US$)
UZB,1999,WB_WDI_NY_GDP_MKTP_CD,1.71E+10,Uzbekistan,USD,US dollars,A,A,GDP (current US$)
VUT,1999,WB_WDI_NY_GDP_MKTP_CD,2.68E+08,Vanuatu,USD,US dollars,A,A,GDP (current US$)
VEN,1999,WB_WDI_NY_GDP_MKTP_CD,9.80E+10,"Venezuela, RB",USD,US dollars,A,A,GDP (current US$)
VNM,1999,WB_WDI_NY_GDP_MKTP_CD,2.87E+10,Vietnam,USD,US dollars,A,A,GDP (current US$)
PSE,1999,WB_WDI_NY_GDP_MKTP_CD,4.27E+09,West Bank and Gaza,USD,US dollars,A,A,GDP (current US$)
YEM,1999,WB_WDI_NY_GDP_MKTP_CD,7.64E+09,"Yemen, Rep.",USD,US dollars,A,A,GDP (current US$)
ZMB,1999,WB_WDI_NY_GDP_MKTP_CD,3.40E+09,Zambia,USD,US dollars,A,A,GDP (current US$)
ZWE,1999,WB_WDI_NY_GDP_MKTP_CD,6.86E+09,Zimbabwe,USD,US dollars,A,A,GDP (current US$)
AFE,2000,WB_WDI_NY_GDP_MKTP_CD,2.87E+11,Eastern & Southern Africa,USD,US dollars,A,A,GDP (current US$)
AFW,2000,WB_WDI_NY_GDP_MKTP_CD,1.43E+11,Western & Central Africa,USD,US dollars,A,A,GDP (current US$)
ARB,2000,WB_WDI_NY_GDP_MKTP_CD,7.63E+11,Arab World,USD,US dollars,A,A,GDP (current US$)
CSS,2000,WB_WDI_NY_GDP_MKTP_CD,2.56E+10,Caribbean small states,USD,US dollars,A,A,GDP (current US$)
CEB,2000,WB_WDI_NY_GDP_MKTP_CD,4.29E+11,Central Europe and the Baltics,USD,US dollars,A,A,GDP (current US$)
EAR,2000,WB_WDI_NY_GDP_MKTP_CD,3.38E+12,Early-demographic dividend,USD,US dollars,A,A,GDP (current US$)
NLD,2013,WB_WDI_NY_GDP_MKTP_CD,8.84E+11,Netherlands,USD,US dollars,A,A,GDP (current US$)
NCL,2013,WB_WDI_NY_GDP_MKTP_CD,1.02E+10,New Caledonia,USD,US dollars,A,A,GDP (current US$)
NZL,2013,WB_WDI_NY_GDP_MKTP_CD,1.91E+11,New Zealand,USD,US dollars,A,A,GDP (current US$)
NIC,2013,WB_WDI_NY_GDP_MKTP_CD,1.10E+10,Nicaragua,USD,US dollars,A,A,GDP (current US$)
NER,2013,WB_WDI_NY_GDP_MKTP_CD,1.02E+10,Niger,USD,US dollars,A,A,GDP (current US$)
NGA,2013,WB_WDI_NY_GDP_MKTP_CD,5.20E+11,Nigeria,USD,US dollars,A,A,GDP (current US$)
MKD,2013,WB_WDI_NY_GDP_MKTP_CD,1.08E+10,North Macedonia,USD,US dollars,A,A,GDP (current US$)
MNP,2013,WB_WDI_NY_GDP_MKTP_CD,7.72E+08,Northern Mariana Islands,USD,US dollars,A,A,GDP (current US$)
NOR,2013,WB_WDI_NY_GDP_MKTP_CD,5.26E+11,Norway,USD,US dollars,A,A,GDP (current US$)
OMN,2013,WB_WDI_NY_GDP_MKTP_CD,8.99E+10,Oman,USD,US dollars,A,A,GDP (current US$)
PAK,2013,WB_WDI_NY_GDP_MKTP_CD,2.59E+11,Pakistan,USD,US dollars,A,A,GDP (current US$)
PLW,2013,WB_WDI_NY_GDP_MKTP_CD,2.24E+08,Palau,USD,US dollars,A,A,GDP (current US$)
CAF,2016,WB_WDI_NY_GDP_MKTP_CD,1.83E+09,Central African Republic,USD,US dollars,A,A,GDP (current US$)
TCD,2016,WB_WDI_NY_GDP_MKTP_CD,1.30E+10,Chad,USD,US dollars,A,A,GDP (current US$)
CHI,2016,WB_WDI_NY_GDP_MKTP_CD,9.17E+09,Channel Islands,USD,US dollars,A,A,GDP (current US$)
CHL,2016,WB_WDI_NY_GDP_MKTP_CD,2.49E+11,Chile,USD,US dollars,A,A,GDP (current US$)
CHN,2016,WB_WDI_NY_GDP_MKTP_CD,1.15E+13,China,USD,US dollars,A,A,GDP (current US$)
COL,2016,WB_WDI_NY_GDP_MKTP_CD,2.83E+11,Colombia,USD,US dollars,A,A,GDP (current US$)
COM,2016,WB_WDI_NY_GDP_MKTP_CD,1.01E+09,Comoros,USD,US dollars,A,A,GDP (current US$)
COD,2016,WB_WDI_NY_GDP_MKTP_CD,3.86E+10,"Congo, Dem. Rep.",USD,US dollars,A,A,GDP (current US$)
COG,2016,WB_WDI_NY_GDP_MKTP_CD,1.09E+10,"Congo, Rep.",USD,US dollars,A,A,GDP (current US$)
CRI,2016,WB_WDI_NY_GDP_MKTP_CD,5.88E+10,Costa Rica,USD,US dollars,A,A,GDP (current US$)
CIV,2016,WB_WDI_NY_GDP_MKTP_CD,4.84E+10,Côte d?�Ivoire,USD,US dollars,A,A,GDP (current US$)
RWA,2011,WB_WDI_NY_GDP_MKTP_CD,6.88E+09,Rwanda,USD,US dollars,A,A,GDP (current US$)
WSM,2011,WB_WDI_NY_GDP_MKTP_CD,7.44E+08,Samoa,USD,US dollars,A,A,GDP (current US$)
SMR,2011,WB_WDI_NY_GDP_MKTP_CD,1.81E+09,San Marino,USD,US dollars,A,A,GDP (current US$)
STP,2011,WB_WDI_NY_GDP_MKTP_CD,2.26E+08,São Tomé and Príncipe,USD,US dollars,A,A,GDP (current US$)
SAU,2011,WB_WDI_NY_GDP_MKTP_CD,6.81E+11,Saudi Arabia,USD,US dollars,A,A,GDP (current US$)
SEN,2011,WB_WDI_NY_GDP_MKTP_CD,1.78E+10,Senegal,USD,US dollars,A,A,GDP (current US$)
SRB,2011,WB_WDI_NY_GDP_MKTP_CD,5.13E+10,Serbia,USD,US dollars,A,A,GDP (current US$)
SYC,2011,WB_WDI_NY_GDP_MKTP_CD,1.06E+09,Seychelles,USD,US dollars,A,A,GDP (current US$)
SLE,2011,WB_WDI_NY_GDP_MKTP_CD,4.86E+09,Sierra Leone,USD,US dollars,A,A,GDP (current US$)
SGP,2011,WB_WDI_NY_GDP_MKTP_CD,2.79E+11,Singapore,USD,US dollars,A,A,GDP (current US$)
SXM,2011,WB_WDI_NY_GDP_MKTP_CD,9.36E+08,Sint Maarten (Dutch part),USD,US dollars,A,A,GDP (current US$)
SVK,2011,WB_WDI_NY_GDP_MKTP_CD,9.97E+10,Slovak Republic,USD,US dollars,A,A,GDP (current US$)
TUN,2013,WB_WDI_NY_GDP_MKTP_CD,4.87E+10,Tunisia,USD,US dollars,A,A,GDP (current US$)
TUR,2013,WB_WDI_NY_GDP_MKTP_CD,9.62E+11,Türkiye,USD,US dollars,A,A,GDP (current US$)
TKM,2013,WB_WDI_NY_GDP_MKTP_CD,3.92E+10,Turkmenistan,USD,US dollars,A,A,GDP (current US$)
TCA,2013,WB_WDI_NY_GDP_MKTP_CD,8.63E+08,Turks and Caicos Islands,USD,US dollars,A,A,GDP (current US$)
TUV,2013,WB_WDI_NY_GDP_MKTP_CD,3.86E+07,Tuvalu,USD,US dollars,A,A,GDP (current US$)
UGA,2013,WB_WDI_NY_GDP_MKTP_CD,2.89E+10,Uganda,USD,US dollars,A,A,GDP (current US$)
UKR,2013,WB_WDI_NY_GDP_MKTP_CD,1.90E+11,Ukraine,USD,US dollars,A,A,GDP (current US$)
ARE,2013,WB_WDI_NY_GDP_MKTP_CD,4.10E+11,United Arab Emirates,USD,US dollars,A,A,GDP (current US$)
GBR,2013,WB_WDI_NY_GDP_MKTP_CD,2.80E+12,United Kingdom,USD,US dollars,A,A,GDP (current US$)
USA,2013,WB_WDI_NY_GDP_MKTP_CD,1.68E+13,United States,USD,US dollars,A,A,GDP (current US$)
URY,2013,WB_WDI_NY_GDP_MKTP_CD,6.13E+10,Uruguay,USD,US dollars,A,A,GDP (current US$)
UZB,2013,WB_WDI_NY_GDP_MKTP_CD,7.32E+10,Uzbekistan,USD,US dollars,A,A,GDP (current US$)
SLV,2011,WB_WDI_NY_GDP_MKTP_CD,2.03E+10,El Salvador,USD,US dollars,A,A,GDP (current US$)
GNQ,2011,WB_WDI_NY_GDP_MKTP_CD,2.14E+10,Equatorial Guinea,USD,US dollars,A,A,GDP (current US$)
ERI,2011,WB_WDI_NY_GDP_MKTP_CD,2.07E+09,Eritrea,USD,US dollars,A,A,GDP (current US$)
EST,2011,WB_WDI_NY_GDP_MKTP_CD,2.33E+10,Estonia,USD,US dollars,A,A,GDP (current US$)
SWZ,2011,WB_WDI_NY_GDP_MKTP_CD,4.72E+09,Eswatini,USD,US dollars,A,A,GDP (current US$)
ETH,2011,WB_WDI_NY_GDP_MKTP_CD,3.20E+10,Ethiopia,USD,US dollars,A,A,GDP (current US$)
FRO,2011,WB_WDI_NY_GDP_MKTP_CD,2.51E+09,Faroe Islands,USD,US dollars,A,A,GDP (current US$)
FJI,2011,WB_WDI_NY_GDP_MKTP_CD,3.78E+09,Fiji,USD,US dollars,A,A,GDP (current US$)
FIN,2011,WB_WDI_NY_GDP_MKTP_CD,2.75E+11,Finland,USD,US dollars,A,A,GDP (current US$)
FRA,2011,WB_WDI_NY_GDP_MKTP_CD,2.87E+12,France,USD,US dollars,A,A,GDP (current US$)
PYF,2011,WB_WDI_NY_GDP_MKTP_CD,6.20E+09,French Polynesia,USD,US dollars,A,A,GDP (current US$)
GAB,2011,WB_WDI_NY_GDP_MKTP_CD,1.82E+10,Gabon,USD,US dollars,A,A,GDP (current US$)
ZWE,2019,WB_WDI_NY_GDP_MKTP_CD,3.34E+10,Zimbabwe,USD,US dollars,A,A,GDP (current US$)
AFE,2020,WB_WDI_NY_GDP_MKTP_CD,9.39E+11,Eastern & Southern Africa,USD,US dollars,A,A,GDP (current US$)
AFW,2020,WB_WDI_NY_GDP_MKTP_CD,9.64E+11,Western & Central Africa,USD,US dollars,A,A,GDP (current US$)
ARB,2020,WB_WDI_NY_GDP_MKTP_CD,2.60E+12,Arab World,USD,US dollars,A,A,GDP (current US$)
CSS,2020,WB_WDI_NY_GDP_MKTP_CD,5.33E+10,Caribbean small states,USD,US dollars,A,A,GDP (current US$)
CEB,2020,WB_WDI_NY_GDP_MKTP_CD,1.68E+12,Central Europe and the Baltics,USD,US dollars,A,A,GDP (current US$)
EAR,2020,WB_WDI_NY_GDP_MKTP_CD,1.08E+13,Early-demographic dividend,USD,US dollars,A,A,GDP (current US$)
EAS,2020,WB_WDI_NY_GDP_MKTP_CD,2.76E+13,East Asia & Pacific,USD,US dollars,A,A,GDP (current US$)
EAP,2020,WB_WDI_NY_GDP_MKTP_CD,1.78E+13,East Asia & Pacific (excluding high income),USD,US dollars,A,A,GDP (current US$)
TEA,2020,WB_WDI_NY_GDP_MKTP_CD,1.78E+13,East Asia & Pacific (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
EMU,2020,WB_WDI_NY_GDP_MKTP_CD,1.33E+13,Euro area,USD,US dollars,A,A,GDP (current US$)
ECS,2020,WB_WDI_NY_GDP_MKTP_CD,2.23E+13,Europe & Central Asia,USD,US dollars,A,A,GDP (current US$)
ECA,2020,WB_WDI_NY_GDP_MKTP_CD,1.45E+12,Europe & Central Asia (excluding high income),USD,US dollars,A,A,GDP (current US$)
MEX,2016,WB_WDI_NY_GDP_MKTP_CD,1.11E+12,Mexico,USD,US dollars,A,A,GDP (current US$)
FSM,2016,WB_WDI_NY_GDP_MKTP_CD,3.25E+08,"Micronesia, Fed. Sts.",USD,US dollars,A,A,GDP (current US$)
MDA,2016,WB_WDI_NY_GDP_MKTP_CD,7.98E+09,Moldova,USD,US dollars,A,A,GDP (current US$)
MCO,2016,WB_WDI_NY_GDP_MKTP_CD,6.47E+09,Monaco,USD,US dollars,A,A,GDP (current US$)
MNG,2016,WB_WDI_NY_GDP_MKTP_CD,1.12E+10,Mongolia,USD,US dollars,A,A,GDP (current US$)
MNE,2016,WB_WDI_NY_GDP_MKTP_CD,4.36E+09,Montenegro,USD,US dollars,A,A,GDP (current US$)
MAR,2016,WB_WDI_NY_GDP_MKTP_CD,1.12E+11,Morocco,USD,US dollars,A,A,GDP (current US$)
MOZ,2016,WB_WDI_NY_GDP_MKTP_CD,1.21E+10,Mozambique,USD,US dollars,A,A,GDP (current US$)
MMR,2016,WB_WDI_NY_GDP_MKTP_CD,6.33E+10,Myanmar,USD,US dollars,A,A,GDP (current US$)
NAM,2016,WB_WDI_NY_GDP_MKTP_CD,1.07E+10,Namibia,USD,US dollars,A,A,GDP (current US$)
NRU,2016,WB_WDI_NY_GDP_MKTP_CD,9.75E+07,Nauru,USD,US dollars,A,A,GDP (current US$)
GUY,2011,WB_WDI_NY_GDP_MKTP_CD,3.69E+09,Guyana,USD,US dollars,A,A,GDP (current US$)
HTI,2011,WB_WDI_NY_GDP_MKTP_CD,1.30E+10,Haiti,USD,US dollars,A,A,GDP (current US$)
HND,2011,WB_WDI_NY_GDP_MKTP_CD,1.77E+10,Honduras,USD,US dollars,A,A,GDP (current US$)
HKG,2011,WB_WDI_NY_GDP_MKTP_CD,2.49E+11,"Hong Kong SAR, China",USD,US dollars,A,A,GDP (current US$)
HUN,2011,WB_WDI_NY_GDP_MKTP_CD,1.42E+11,Hungary,USD,US dollars,A,A,GDP (current US$)
ISL,2011,WB_WDI_NY_GDP_MKTP_CD,1.54E+10,Iceland,USD,US dollars,A,A,GDP (current US$)
IND,2011,WB_WDI_NY_GDP_MKTP_CD,1.82E+12,India,USD,US dollars,A,A,GDP (current US$)
IDN,2011,WB_WDI_NY_GDP_MKTP_CD,8.93E+11,Indonesia,USD,US dollars,A,A,GDP (current US$)
IRN,2011,WB_WDI_NY_GDP_MKTP_CD,6.29E+11,"Iran, Islamic Rep.",USD,US dollars,A,A,GDP (current US$)
IRQ,2011,WB_WDI_NY_GDP_MKTP_CD,1.86E+11,Iraq,USD,US dollars,A,A,GDP (current US$)
IRL,2011,WB_WDI_NY_GDP_MKTP_CD,2.41E+11,Ireland,USD,US dollars,A,A,GDP (current US$)
MMR,2010,WB_WDI_NY_GDP_MKTP_CD,4.95E+10,Myanmar,USD,US dollars,A,A,GDP (current US$)
NAM,2010,WB_WDI_NY_GDP_MKTP_CD,1.14E+10,Namibia,USD,US dollars,A,A,GDP (current US$)
NRU,2010,WB_WDI_NY_GDP_MKTP_CD,4.76E+07,Nauru,USD,US dollars,A,A,GDP (current US$)
NPL,2010,WB_WDI_NY_GDP_MKTP_CD,1.60E+10,Nepal,USD,US dollars,A,A,GDP (current US$)
NLD,2010,WB_WDI_NY_GDP_MKTP_CD,8.52E+11,Netherlands,USD,US dollars,A,A,GDP (current US$)
NCL,2010,WB_WDI_NY_GDP_MKTP_CD,9.36E+09,New Caledonia,USD,US dollars,A,A,GDP (current US$)
NZL,2010,WB_WDI_NY_GDP_MKTP_CD,1.47E+11,New Zealand,USD,US dollars,A,A,GDP (current US$)
NIC,2010,WB_WDI_NY_GDP_MKTP_CD,8.76E+09,Nicaragua,USD,US dollars,A,A,GDP (current US$)
NER,2010,WB_WDI_NY_GDP_MKTP_CD,7.85E+09,Niger,USD,US dollars,A,A,GDP (current US$)
NGA,2010,WB_WDI_NY_GDP_MKTP_CD,3.67E+11,Nigeria,USD,US dollars,A,A,GDP (current US$)
MKD,2010,WB_WDI_NY_GDP_MKTP_CD,9.41E+09,North Macedonia,USD,US dollars,A,A,GDP (current US$)
FSM,2013,WB_WDI_NY_GDP_MKTP_CD,3.13E+08,"Micronesia, Fed. Sts.",USD,US dollars,A,A,GDP (current US$)
MDA,2013,WB_WDI_NY_GDP_MKTP_CD,9.50E+09,Moldova,USD,US dollars,A,A,GDP (current US$)
MCO,2013,WB_WDI_NY_GDP_MKTP_CD,6.56E+09,Monaco,USD,US dollars,A,A,GDP (current US$)
MNG,2013,WB_WDI_NY_GDP_MKTP_CD,1.26E+10,Mongolia,USD,US dollars,A,A,GDP (current US$)
MNE,2013,WB_WDI_NY_GDP_MKTP_CD,4.42E+09,Montenegro,USD,US dollars,A,A,GDP (current US$)
MAR,2013,WB_WDI_NY_GDP_MKTP_CD,1.16E+11,Morocco,USD,US dollars,A,A,GDP (current US$)
MOZ,2013,WB_WDI_NY_GDP_MKTP_CD,1.72E+10,Mozambique,USD,US dollars,A,A,GDP (current US$)
MMR,2013,WB_WDI_NY_GDP_MKTP_CD,6.03E+10,Myanmar,USD,US dollars,A,A,GDP (current US$)
NAM,2013,WB_WDI_NY_GDP_MKTP_CD,1.20E+10,Namibia,USD,US dollars,A,A,GDP (current US$)
NRU,2013,WB_WDI_NY_GDP_MKTP_CD,9.44E+07,Nauru,USD,US dollars,A,A,GDP (current US$)
NPL,2013,WB_WDI_NY_GDP_MKTP_CD,2.22E+10,Nepal,USD,US dollars,A,A,GDP (current US$)
LBR,2010,WB_WDI_NY_GDP_MKTP_CD,2.00E+09,Liberia,USD,US dollars,A,A,GDP (current US$)
LBY,2010,WB_WDI_NY_GDP_MKTP_CD,7.54E+10,Libya,USD,US dollars,A,A,GDP (current US$)
LIE,2010,WB_WDI_NY_GDP_MKTP_CD,5.08E+09,Liechtenstein,USD,US dollars,A,A,GDP (current US$)
LTU,2010,WB_WDI_NY_GDP_MKTP_CD,3.66E+10,Lithuania,USD,US dollars,A,A,GDP (current US$)
LUX,2010,WB_WDI_NY_GDP_MKTP_CD,5.62E+10,Luxembourg,USD,US dollars,A,A,GDP (current US$)
MAC,2010,WB_WDI_NY_GDP_MKTP_CD,2.82E+10,"Macao SAR, China",USD,US dollars,A,A,GDP (current US$)
MDG,2010,WB_WDI_NY_GDP_MKTP_CD,9.98E+09,Madagascar,USD,US dollars,A,A,GDP (current US$)
MWI,2010,WB_WDI_NY_GDP_MKTP_CD,1.01E+10,Malawi,USD,US dollars,A,A,GDP (current US$)
MYS,2010,WB_WDI_NY_GDP_MKTP_CD,2.55E+11,Malaysia,USD,US dollars,A,A,GDP (current US$)
MDV,2010,WB_WDI_NY_GDP_MKTP_CD,2.59E+09,Maldives,USD,US dollars,A,A,GDP (current US$)
MLI,2010,WB_WDI_NY_GDP_MKTP_CD,1.27E+10,Mali,USD,US dollars,A,A,GDP (current US$)
MLT,2010,WB_WDI_NY_GDP_MKTP_CD,9.10E+09,Malta,USD,US dollars,A,A,GDP (current US$)
CYM,2011,WB_WDI_NY_GDP_MKTP_CD,4.19E+09,Cayman Islands,USD,US dollars,A,A,GDP (current US$)
CAF,2011,WB_WDI_NY_GDP_MKTP_CD,2.44E+09,Central African Republic,USD,US dollars,A,A,GDP (current US$)
TCD,2011,WB_WDI_NY_GDP_MKTP_CD,1.67E+10,Chad,USD,US dollars,A,A,GDP (current US$)
CHI,2011,WB_WDI_NY_GDP_MKTP_CD,9.65E+09,Channel Islands,USD,US dollars,A,A,GDP (current US$)
CHL,2011,WB_WDI_NY_GDP_MKTP_CD,2.51E+11,Chile,USD,US dollars,A,A,GDP (current US$)
CHN,2011,WB_WDI_NY_GDP_MKTP_CD,7.67E+12,China,USD,US dollars,A,A,GDP (current US$)
COL,2011,WB_WDI_NY_GDP_MKTP_CD,3.35E+11,Colombia,USD,US dollars,A,A,GDP (current US$)
COM,2011,WB_WDI_NY_GDP_MKTP_CD,1.02E+09,Comoros,USD,US dollars,A,A,GDP (current US$)
COD,2011,WB_WDI_NY_GDP_MKTP_CD,2.64E+10,"Congo, Dem. Rep.",USD,US dollars,A,A,GDP (current US$)
COG,2011,WB_WDI_NY_GDP_MKTP_CD,1.57E+10,"Congo, Rep.",USD,US dollars,A,A,GDP (current US$)
CRI,2011,WB_WDI_NY_GDP_MKTP_CD,4.28E+10,Costa Rica,USD,US dollars,A,A,GDP (current US$)
CIV,2011,WB_WDI_NY_GDP_MKTP_CD,3.67E+10,Côte d?�Ivoire,USD,US dollars,A,A,GDP (current US$)
HTI,2017,WB_WDI_NY_GDP_MKTP_CD,1.51E+10,Haiti,USD,US dollars,A,A,GDP (current US$)
HND,2017,WB_WDI_NY_GDP_MKTP_CD,2.31E+10,Honduras,USD,US dollars,A,A,GDP (current US$)
HKG,2017,WB_WDI_NY_GDP_MKTP_CD,3.41E+11,"Hong Kong SAR, China",USD,US dollars,A,A,GDP (current US$)
HUN,2017,WB_WDI_NY_GDP_MKTP_CD,1.43E+11,Hungary,USD,US dollars,A,A,GDP (current US$)
ISL,2017,WB_WDI_NY_GDP_MKTP_CD,2.51E+10,Iceland,USD,US dollars,A,A,GDP (current US$)
IND,2017,WB_WDI_NY_GDP_MKTP_CD,2.65E+12,India,USD,US dollars,A,A,GDP (current US$)
IDN,2017,WB_WDI_NY_GDP_MKTP_CD,1.02E+12,Indonesia,USD,US dollars,A,A,GDP (current US$)
IRN,2017,WB_WDI_NY_GDP_MKTP_CD,5.10E+11,"Iran, Islamic Rep.",USD,US dollars,A,A,GDP (current US$)
IRQ,2017,WB_WDI_NY_GDP_MKTP_CD,1.87E+11,Iraq,USD,US dollars,A,A,GDP (current US$)
IRL,2017,WB_WDI_NY_GDP_MKTP_CD,3.48E+11,Ireland,USD,US dollars,A,A,GDP (current US$)
BRA,2016,WB_WDI_NY_GDP_MKTP_CD,1.80E+12,Brazil,USD,US dollars,A,A,GDP (current US$)
BRN,2016,WB_WDI_NY_GDP_MKTP_CD,1.14E+10,Brunei Darussalam,USD,US dollars,A,A,GDP (current US$)
BGR,2016,WB_WDI_NY_GDP_MKTP_CD,5.39E+10,Bulgaria,USD,US dollars,A,A,GDP (current US$)
BFA,2016,WB_WDI_NY_GDP_MKTP_CD,1.28E+10,Burkina Faso,USD,US dollars,A,A,GDP (current US$)
BDI,2016,WB_WDI_NY_GDP_MKTP_CD,2.62E+09,Burundi,USD,US dollars,A,A,GDP (current US$)
CPV,2016,WB_WDI_NY_GDP_MKTP_CD,1.85E+09,Cabo Verde,USD,US dollars,A,A,GDP (current US$)
KHM,2016,WB_WDI_NY_GDP_MKTP_CD,2.66E+10,Cambodia,USD,US dollars,A,A,GDP (current US$)
CMR,2016,WB_WDI_NY_GDP_MKTP_CD,3.38E+10,Cameroon,USD,US dollars,A,A,GDP (current US$)
CAN,2016,WB_WDI_NY_GDP_MKTP_CD,1.53E+12,Canada,USD,US dollars,A,A,GDP (current US$)
CYM,2016,WB_WDI_NY_GDP_MKTP_CD,4.91E+09,Cayman Islands,USD,US dollars,A,A,GDP (current US$)
NPL,2016,WB_WDI_NY_GDP_MKTP_CD,2.45E+10,Nepal,USD,US dollars,A,A,GDP (current US$)
NLD,2016,WB_WDI_NY_GDP_MKTP_CD,7.97E+11,Netherlands,USD,US dollars,A,A,GDP (current US$)
NCL,2016,WB_WDI_NY_GDP_MKTP_CD,8.72E+09,New Caledonia,USD,US dollars,A,A,GDP (current US$)
NZL,2016,WB_WDI_NY_GDP_MKTP_CD,1.89E+11,New Zealand,USD,US dollars,A,A,GDP (current US$)
NIC,2016,WB_WDI_NY_GDP_MKTP_CD,1.33E+10,Nicaragua,USD,US dollars,A,A,GDP (current US$)
NER,2016,WB_WDI_NY_GDP_MKTP_CD,1.04E+10,Niger,USD,US dollars,A,A,GDP (current US$)
NGA,2016,WB_WDI_NY_GDP_MKTP_CD,4.05E+11,Nigeria,USD,US dollars,A,A,GDP (current US$)
MKD,2016,WB_WDI_NY_GDP_MKTP_CD,1.07E+10,North Macedonia,USD,US dollars,A,A,GDP (current US$)
MNP,2016,WB_WDI_NY_GDP_MKTP_CD,1.23E+09,Northern Mariana Islands,USD,US dollars,A,A,GDP (current US$)
NOR,2016,WB_WDI_NY_GDP_MKTP_CD,3.71E+11,Norway,USD,US dollars,A,A,GDP (current US$)
OMN,2016,WB_WDI_NY_GDP_MKTP_CD,7.51E+10,Oman,USD,US dollars,A,A,GDP (current US$)
PAK,2016,WB_WDI_NY_GDP_MKTP_CD,3.14E+11,Pakistan,USD,US dollars,A,A,GDP (current US$)
